Tweet,Sentiment
"🎅 - you're so pretty :) you're so nice and so funny!!! Miss you a lot :)","positive"
"@RajatkiSonam love u too dii :) be happy always:):)","positive"
"@irationofben :D Football players are weird.","positive"
"@kaybeebaybee_ me too. We should go get some together :)","positive"
"@jackslullaby I'm reading your tweets on my TL & I'm dying laughing :)","positive"
"@KeiganMorris I love it :)","positive"
"Changed all my warmers tonight :)) I LOVE SCENTSY!! #scentsy #home #homesweethome #southern #warmers… http://t.co/MWpIjDg5OE","positive"
"@yaris030 I can't find good gifs so im going to link you some while I look for good ones :)) https://t.co/veQtPOHukR","positive"
"Found it! :D http://t.co/betXxcmsWt","positive"
"@richadkumar @bizzarebhide I am one of them bhide :-)","positive"
"@Bookcrushin Hi! Thank you for following! It's nice to meet you :)","positive"
"Just ordered a pair of Astro A40s! Cannot wait :) @ASTROGaming #ASTROfamily Soon..","positive"
"I'm gonna type lyrics without looking at my phone :p","positive"
"@anneisagleek well thank you :D","positive"
"@rhianajoyy Alvarez hair and nail salon :) she's like a family friend. But tbh, eyebrow game is weak AF rn. I just wanted to say vicous.","positive"
"When I grow up, I wanna be...still a kid inside :)","positive"
"Coolest picture frame! http://t.co/e0s0IbOYAN @:):)BELIEBER PROUD:):","positive"
"I think its weird that this is actually my homework :P http://t.co/WR7jqbplzY","positive"
"@rihanna  I love you :)","positive"
"@stealmy5h hey :) we got a new Directioner! @SURFVBORT - follow and welcome them to the family!","positive"
"9) She is a reader, a good reader. And she likes Romance and SciFi. Buy a gift... :)","positive"
"@AaronCarpenter great :) I'm at the mall rn. What time does digi start?","positive"
"@PassionSorella9 @One30Three Hahaha it kinda hit me this year, fuck I'm old. Lol. I'm ok with it though :-)","positive"
"@khryste8  :) theres a few of the guys that make me smile just by thinking, seeing, or hearing their name","positive"
"“@_Stacyx33: It's always going to be my fault :)”","positive"
"done with the avp. i can go home now :D haha yehey!","positive"
"Office for today. Work is good!!! :) #grateful http://t.co/KeRHKX96Sb","positive"
"@jamesxcool if I had a car :-)","positive"
"@EMPIREBOY55 Yes on both counts. :) Ditto! Beautiful! I hope your little girl has a lovely eventful birthday :) Many happy returns.<3","positive"
"@priya20497 Nice..GM dear :))","positive"
"ba:):)* The slave safely saved the sharp shavers in a cave nearby the cafeteria.:):)","positive"
"“@chelsea_hillard: was going to make my Christmas name to describe me but instead I made it to describe all of you :-) #tistheseason”","positive"
"If you fall I'ma  catch you, you just got to trust me. : )","positive"
"Eww, Ive been MIA for two weeks?! Sorry! I'll be back soon with some fun videos.  I pinky promise! :D","positive"
"Mad respect for those that didn't sell out. :) #NotMany","positive"
"@davewatsontv Good Luck Dave! post the success picture! Let that New Mathews eat.....:)","positive"
"@NixRobale you don't know her nix :) <3 inlove ang bugoy hahaha","positive"
"@MyNameIsShawnie good luck shawnie!! :)","positive"
"only 400 more views to go then I'll be happy! https://t.co/AScNCVTs7j @TTCofficial please share with friends and family :)","positive"
"We are still in Orlando and I have school tomorrow :)","positive"
"@hfswyatt WOW RLLY thank you so much wyatt, i feel so responsible!! :)) #MommaLorei","positive"
"Vlog I currently uploading :) http://t.co/40qj6vwJyS","positive"
"""Accept what you can't change and Change what you can't accept"" :)))","positive"
"@Hoerboer Happy happy :)","positive"
"@AllForBeer Which is why I deliberately chose to get a 5 :)","positive"
"@AaronCarpenter it would be better if you followed me :)","positive"
"Have been with the boyfriend two years 2day :-)","positive"
"@DjHighT913 Haha @Sting coming is what we've all been waiting for! Been a huge fan since 2004 when I discovered him on my old WCW game! :D","positive"
"@behindnourry this is a free follow but pls follow @PameAHoran she fback :) thank u !!","positive"
"@Red_SWNY nice! I'm planning to get mine soon hopefully :)","positive"
"@LizardPatrol  can I ask what the point of throwing the servera offline is? Just curious. P.s please don't hack me :-)","positive"
"Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/LXnRDTqfJ0.","positive"
"@Whorefield ...I am not your child & you WILL take me to chipotle :-)","positive"
"Talking to you makes not being able to sleep that much better :). #happy #canfinallysleep #goodnight","positive"
"#OneLastTime PETER JACKSON has arrived!! :D :D http://t.co/PawZYoTNEq","positive"
"@shinvlad I thank you for it. :)","positive"
"@promo_niaga please help us guya to watch this http://t.co/NdjAv5zxaE thanks before :)","positive"
"@Meaningful_Not :) and it's been a good one !","positive"
"@KayleTerryah No no no, I have to sleep, CALL TOMORROW :) LOVE YOU. NIGHT","positive"
"Blaster #blackwhite #social #new #2014 #hijab #glasses #smile :) http://t.co/b9cBjuDZ30","positive"
"@femalehobbyist are you playing tonight luv?:)!","positive"
".@NeoMediaLuddite Thanks for RT-ing all of this. :)","positive"
"@Ahsh_13 U & me both. :-) #SWTOR #SWTORFamily","positive"
"@CoachSunnyD aww thanks :) left for a different life out west.  enjoying it but not done with TV.  More to come soon :)","positive"
"@smashtunirwin Put the writing in pen :) It will look amazing either way though!","positive"
"I know lol SO EXCITED :D.  @pl4nezmaddie","positive"
"@AaronCarpenter I don't cut aaron :)) are you proud of me","positive"
":) ♫ I Miss You by Blink-182 — https://t.co/R7LMohcgw3","positive"
"@inationalsrkian @iamkhaque ok..we will nt use TD Until it appears in trend list. ok bhai ? :)","positive"
"@extcsy that's always good to hear :)","positive"
"Great hobbit day, I watched the world premiere in the morning and ended buying the Desolation of Smaug's Limited Edition for my birthday! :D","positive"
"@YellowShoots - Hello , thank you for the follow :)","positive"
"it's open note though :P","positive"
"@IamPamPammm mithyouu loves :))))","positive"
"@AaronCarpenter I really want you to follow me :)","positive"
"Happy Birthday :) @_ManFromEarth","positive"
"@Betty_J_ @taloula220 @MandiJay23 oh, yes Betty, and you know what's sad? Some people even blocked me :))","positive"
"He has the same smile :) http://t.co/7gV1qhTvOl","positive"
":)) ""@brandonojhxxi: BEENZINO, SASS MUCH! http://t.co/XfvSDQsgXy""","positive"
"@bluejavelinmofo congrats! :D you won a dragalge! fc and ign below :)","positive"
"@Madicattt Hi Maddy - we don't because all ticketing is through @Ticketmaster_NZ. You can get Ticketmaster gift vouchers though. :)","positive"
"@Shadypenguinn let's hope this won't be the result of the Pokemon Y combolocke! Can't wait for it to come back!:) http://t.co/yTColW5VeE","positive"
"@thePixxel Aww Heard the news today!! Wish you all the best and tons of fun with your new Adventure Edelita!!! :D","positive"
"@hokunaani it's alright haha but when you go to another BC show let me know, I'll most likely be there :)","positive"
"@VkohliAdmirer @yuganticool35 @romsha_tinker @imMahamVkohli @Virat_Vritee18 @ViratManiac18 @VkohliOholic Awesomee :)","positive"
"#mcm @nagolgames Nagol makes me smile whenever i call him and he says ""what do you want hoe"" and he is going to be a successful youtuber :)","positive"
"4 hours of driving, 4 hours at airport and in flight. Worked #dayjobm and now I'm back to writing. :D","positive"
"@Luke5SOS goodmorning lukey! :)","positive"
"@Ashton5SOS hey i can surf! :) (the internet, lol.)","positive"
"@MSavvy_17 YEAH! :) http://t.co/NLktFVYJuV","positive"
"Gotta fly,take care of the internet for me,ill be back later, be good, O.o no, ...seriously :)","positive"
"@romerojdmr ow thanks :) loveyou! where are you by the way?","positive"
"Check out my profile on #Wattpad. http://t.co/wEYiA2anKG :) http://t.co/UpAVopKBOa","positive"
"@TronMau5head yeah you should :) have you heard cheek to cheek","positive"
"I love when my mom gets mad at my brothers and takes it out on me by default because I'm the only one left at home. Thanks guys. :)))","positive"
"""@_cheesetoasty: @nova__santana aiiiight :-)"" When you're homie knows that you got their back 👌","positive"
"Ngā Kākano 2014 Prize Giving :) Thursday, December 11 @ the brand spanking new Te Atatu Peninsula Community... http://t.co/r433MvtgWC","positive"
"@super__novaa awwww well I feel honored dude :) !","positive"
"done eating :)","positive"
"@kennedymeow Gladly Miss Kennedy :)","positive"
"@PawsandStripes @BelindaSetters @VeteransHealth Very true! We circumvent that issue by simply applying non-savory oils to the feet. :)","positive"
"@rcmadiax @EdDiGeronimo yeah, you're right... Still I meant for the sale strategy :P","positive"
"was going to make my Christmas name to describe me but instead I made it to describe all of you :-) #tistheseason","positive"
"Pake bajuh mam kalo dingin :p""@AnisaIndah69: still naked in my bed, so damn cold http://t.co/grCupPTRvy""","positive"
"@Firehound57 At School am always Cranky an when i get home am as happy as a Fat Guy eating cake :D","positive"
"@MarconinWoW @motherofalts No, that's ""You dung it!"" Grats! :D","positive"
"Bamboo Family Massage & Reflexology Buka jam 10.00 - 22.00 | Jl.Lodaya No.16B Bandung (sebrang Little White Cafe ) Reserv: 022-70888874 :D","positive"
"@gabi_barrera98 don't be a stranger say wassup :-)","positive"
"going to the beach!!! finally... :) :)","positive"
"@solid_loiyal10  try mo ung my abs :-)","positive"
"It's December 01, 2014 at 07:46PM and that means it's time to give some love to @mist45gameplay. :) #ILOVEYOU","positive"
"@papisuho Works wonders! Keep it up Moirra. Have more tips for us for a flatter belly? :)","positive"
"@edbott They shop at Best Buy. And they breed...  :)","positive"
"@SlapdatJUNKA thanks Maria :-)","positive"
"#Common #Androyd87 I am loving what I am hearing :) http://t.co/UM3dlzRwG9","positive"
"@kevinmcguffey Thanks friend. :)","positive"
"@Rufus2468 Great to hear it is now fixed Rufus :) - Jessica","positive"
"@clarixel422 @dclarkhob223 neither can i :)","positive"
"Lmfao...Yaaaaaas...Now chill ntwana akere? :) ""@Bongz275: Lol!! Don't do this @i_Que_Vissel""","positive"
"@mediacrooks Assumptions kills. :) What may be black for u may turnout to be grey for someone else.","positive"
"@harryakasobs please check this out if you haven't already :)","positive"
"@tw_bhav Happy Birthday!!!! :D @Syddie","positive"
"“@AlenaSwetz: I cried. http://t.co/eRu0TrLiJc”!!!!!!!!:)","positive"
"@mightbeanerd Hi! Thank you for following! It's nice to meet you :)","positive"
"Goodmorning♥Allahummayassir :) (with Yodie) [pic] — https://t.co/WoE8vLO2I5","positive"
"Lost myself for a minute there. Dw. I'm back now :)","positive"
"Wait, no one told me a #yoga workout could be strenuous enough to make you queasy. :) #thatgoodhurt","positive"
"Eating my lunch with HIM nd classmates :)","positive"
"She makes me SO happy. :)","positive"
"GET SOME :) #mega","positive"
"@lotatochip I love your edgeyness if that makes sense haha u have a bomb personality and I think youre beautiful! :)","positive"
"@ayekayholden well thank you so much! :-) and just beep next time haha. We will meet soon tho ok !!","positive"
"@_rnzy no i won't!!!!!!!!!!!!!!!! :)","positive"
"@LILLYTHEPINK1 @LILLYTHEPINK1 @LILLYTHEPINK1 Finals start tomorrow. Was just blowing off steam while taking a brief study break. :D:D:D","positive"
"@michaelsuite44 HAPPY BIRTHDAY MICHAEL!!! I LOVE YOU AND MISS YOU❤️🎉 #PartyHard i can't wait to see you preform again :) happy birthday☺️💗","positive"
"I miss my hair being dark,  it looks good :)","positive"
"Ahahahahaha! Every Gujju Girl In The World http://t.co/plwIdKDCz8 CC: @oxymoronic_me @AnmolLoonia @Devanshi137 :D","positive"
"..be the mirror that reflects your inner self from every angle  :)","positive"
"@Jimmys_Angels Sydney Australia :)","positive"
"Congrats Rave :) #MPGL","positive"
"@MScottThornton Thank you!  Both better! :)","positive"
"Built this team :) http://t.co/MbKsUHlh6B","positive"
"Ok....thank you....duhh I'm important hahaha jk :)@yazminSMC","positive"
"@ODAlRFlNNICK welcs :-)","positive"
"I AM BECOMING....A BITCH 2 BE RECKONED WITH> :)","positive"
"@Mannyghosting thanks :) you too and hahah you probably would be up before me lol","positive"
"302 words in :)","positive"
"Park time.. Wat a Beautiful day!!! Gingerbread cookies tomorrow YAYYY :-)","positive"
"@nursegirlt Well waddaya know. I don't! That is rectified. :D","positive"
"@kaygdiane I think you mean The Santa ""Clause"" :) I like that one too, but my favourite is Miracle on 34th Street","positive"
"I had basically no hw today and it was great :)","positive"
"I think I'm experiencing separation anxiety from @Soleyad :))) love her","positive"
"This lady bought this homeless man food at wendys today and it just warmed my heart so much. happy holidays :)","positive"
"@dxrthfvther & now you look like sheik :-)","positive"
"@biyione kindly follow back, Thanks :)","positive"
"2014 was actually a good year ... :)","positive"
"@AmazonHelp you were indeed! Thanks for the great service :)","positive"
"@z_Crimson_z @monalisaaa___ @PacoDaProphet @TwizDesigns would you please check my last YT video? http://t.co/3tvLdZLEZI feel free to sub :)","positive"
"how about instead of writing an essay on hip hop or globalization, I write my paper on how much I don't want to write a paper :-)","positive"
"“@boyfriendsgifs: One day Louis will step out with him :) http://t.co/zjJKRNnRD4” he looks so rich coming out of the car oh fuck i m wet","positive"
"@GovrnmtUnicorn :) she really is","positive"
"I lied to Hous bc I'm actually a 10 year old boy :))","positive"
"Good morning sir @AnupamPkher :) #Life #Quote http://t.co/S2w3rYy0cD","positive"
"@ivnmendez YES. Hi! :)","positive"
"@whiskycast @NHL_Campbell @NHLhistorygirl   Still had to play the game Scott. Gordie would expect nothing less. You could go brother. :)","positive"
