@relation 'data'

@attribute Sentiment {negative,positive}
@attribute SentimentText string

@data
negative,' harley told me here b-day is on the 17th of nov !!!! omdz'
positive,' Harry Potter! Yay!!!'
negative,'- has a touch of the old prickley heat rash...'
negative,' hate my liiiiiiiife'
positive,' Hate this song  ? http://blip.fm/~5jg6f'
negative,' HATES ITUNES.'
negative,'- hates the summer only cz. it gives a hardcore tan on arms and face'
negative,' hates work, BEYOND wants to go on tour'
positive,'- Have a GREAT Sunday... be blessed and encouraged!! I going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!'
negative,' have to do the dishes'
negative,' have to leave for class...'
negative,' have to leave soon'
negative,' have to work on homework tmrw...'
positive,' having a good day'
positive,'- having a smoothie and watchin a movie..'
negative,' having just a Horrible Sad day. i hate those so much.'
negative,' Having no money sucks.'
negative,' having trouble sleeping.'
negative,' he always does this!'
negative,' He read my last message on myspace, and didn reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody...'
negative,' headache!'
positive,' heading my dad store'
positive,' heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.'
negative,' Heavy rain forecast for Saturday at Epsom Derby!!'
positive,' hella people have no idea who I am... Hehehe, and no I not Lou nor @MicahMoney'
positive,' haha have fun girl. Have fun at thaaat mormon dance tonightt too!!'
positive,' haha! Off the phone with my bby!  I lovee youu!  -Nitee!'
positive,' hanging with jon. i love ashley!!!!!!!!'
positive,' happily falling head over heels for him &lt;3'
positive,'- Happpy Monday night everyone!'
positive,' happy and singing... extreme &quot;more than words&quot; â™« http://twt.fm/140208 #musicmonday'
negative,' Happy Fathers day. ILUDaddy.    First father day sans father.'
positive,'- happy flip indy day.  mabuhay! schweet! oh wait, wasn that yesterday? man...i need to do my research. fail.'
positive,' happy to meet the old friends...'
positive,' Happy today!!!  http://estrella05azul.wordpress.com/'
negative,' Hard Night! It has only begun!'
positive,'-- harry potter! with BEllA and EMMAliNE. making hotdogs'
negative,' hate being stuck at home not able to do anything before my last day at hollywood'
negative,' hate going to the doctors. also hate having to go back an hour later to get prescription.'
negative,' Hate Holidays'
negative,' hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work'
negative,' hate shit strirrers'
negative,' have a cold! &lt;- not fun!'
negative,' Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/'
positive,' have i told u how much i like u 2day?'
negative,' Have to drive home now &amp; leave the show in the middle.........be back soon!'
negative,' Have to take my mom to the hospital...Hopefully shel be alright'
negative,' haven been able to get thru to ticketmaster to get AC/DC tickets WTF'
negative,' havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!'
negative,' having a day in bed not feeling myself at all today'
negative,' having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don think i ever will...'
positive,' having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =('
positive,' Having A Very Nice Day'
negative,' Hay fever has finally got me! ick!!!'
positive,' he makes me so happy!'
positive,' he makes my little heart smile'
negative,' he never call me&gt;_&lt; il come psh yeah right. i swear i so going 2 get him. im an angel but i can be a devil.'
negative,' He wasn able to stay the whole night.  He has to go back to camp.  Il miss him!!'
negative,' headache.'
negative,' headaches KILL especially when your trying to study for an SOL.'
negative,' Headaches suck ASS!!!!'
negative,' headphones broke. Not happy'
positive,' hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX'
positive,' Hello, my name is Nadia. And I am addicted to twitter...   '
negative,' he mad at me'
positive,' hey im back haha'
positive,'- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS!'
negative,' hi papa had to go to bocce for me cuz my backo is wacko'
positive,' hihooo(:  but,, i think i gonna be on my granda house :3 haha  til late so... il be here few minutes :O'
positive,'-- hmm...life been pretty good to me lately.  I quite content.'
negative,' is it possible to get withdrawal symptoms from a person?'
positive,'- is much better now'
positive,' is not a face, it the scalp of a cat, with the ears still attached'
negative,' is really sad...'
negative,' -is sad-'
positive,'- is trying to make a song and watching ELLEN DEGENERES SHOW.....'
negative,'-- is worried about her mom.'
positive,'- isn beer just sparkiing water with alcohol in it?'
negative,' it broke awe its so sad'
negative,' it gets harder each time he leaves. I haven been able to get a goodnight sleep since then. i miss him'
negative,' it isn working. This picture thing is upsetting me. I see it only when it enlarge it.'
negative,' it makes me sad'
negative,' it seems summer is coming to an end...again'
negative,' it should be.. not a wink &gt;.&lt;'
negative,' It still wont let me log in I know my user thier cos anth sent me a friend request'
negative,' it will only be me meeting the guys. maybe next time they come Watty can go.'
negative,' it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today race too + it didn upload to garmin connect. '
negative,' its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol'
negative,' it already H O T.... i ready for fall'
positive,'- it an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.'
positive,' its castiel!!!!  [ the angle ]'
negative,' its cold and semi-rainy here'
negative,' its coming'
positive,' its follow friday !!!'
positive,' its going to be a good day, yes sir a goooooooooooooooooood day!'
positive,' ITS LOUD AGAIN!!!!!'
negative,' It NOT Gonna Be A Good Day Tomorrow'
negative,' its such a sad day today.......and i hav nothing to do except for stupid over the summer school work!'
negative,' Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!'
negative,' Ie been bitten by bitey things all over my legs and it itches like fuck!'
negative,' ie been IMing youu'
negative,'Ie been missing you , it true   @jonasbrothers '
negative,'- Ie been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha}'
positive,' Ie been working out too much. My back hurts. OUCH'
negative,' Ie got to work in 5 hrs and I don want to leave this party.'
negative,' Ie gotta stop eating. Someone take all this food away, please.'
negative,'- Ie had a bad 2 days. To top it off, now I dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. '
positive,' Ie had a good day!'
positive,' ive nbeem drink for s few hourst'
negative,' Ie seen that episode time to turn over'
negative,' Ie wanted Allison to win America Next Top Model since the beginning... gosh'
positive,' jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;'
negative,' Jay Leno last show'
negative,' Jay last show in 2 minutes.'
negative,' jb is in toronto, soundchecking '
negative,' Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?'
negative,' jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls'
negative,'- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!!'
negative,' Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....'
negative,' Hope all is well in the Kill Hannah camp.'
negative,' hope my momma okay.'
negative,' hope that wouldn happen in real life'
negative,' hopefully not. @NiceonKeys90'
negative,' horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.'
negative,' hospitaLs sukk'
positive,' How are you all? been very hot I must say.'
negative,' how can finding somewair to live next year be such hard work.'
negative,' how can I be out of eggs? no baking for me this morning'
negative,' how much crying can one person really do? I mean come on, i can go to work sniffily and puffy eyed. It all my fault.'
negative,' how my solve this thing??..'
negative,' how r u all todaii'
negative,' How sad my phone is dead and i don have my charger... ugh'
negative,' how the duck am i supposed to write 1500 art history words on something i can hardly see!'
positive,' How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t'
negative,' Hoy no ha sido un buen dÃ­a at all  .....Need support'
negative,' http://bit.ly/k9Lxe  they looked so happy here!!!'
positive,' http://bit.ly/Y1YjQ I reading: The Peak of Hotness.'
negative,' http://psychcentral.com/maniaquiz.htm  Good thing you can TRUST online quizzes'
negative,' http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn enough memory. I got 4GB RAM hmm'
negative,' i  missed church.....AGAIN.......stupid backwards sleeping habits.....'
positive,' I &lt;3 Bobby'
negative,' I accidentally slammed the door on one of my toes cause i thought my foot wasn there. It did bleed but it stopped now :/'
positive,' I adore leather corsets.'
positive,' i agree @OasisStasis http://ff.im/2dojM'
negative,' i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . il miss you  [ILY]'
negative,' i always hoped it wasn true.'
negative,' i always lose. no matter how nice i am'
positive,' i am bored'
negative,' I am gonna miss sam bradley concert in L.A. Only one day earlier!Damn!'
negative,' I am not certified...http://bit.ly/rKiDD'
negative,' i am sick of being poorly now, itbeen a month of stomach problems and i fed up now'
negative,'- i am so drained, i wish Amy was home '
